"","Gene11","Gene13","Gene14","Gene15","Gene16","Gene17","Gene18","Gene19","Gene20","Gene21","Gene22","Gene33","Gene34","Gene35","Gene42","Gene43","Gene82","Gene85","Gene87","Gene88","Gene89","Gene90","Gene92","Gene94","Gene95","Gene96","Gene97","Gene98","Gene117","Gene121","Gene122","Gene125","Gene139","Gene140","Gene143","Gene147","Gene152","Gene155","Gene161","Gene165","Gene192","Gene194","Gene233","Gene272","Gene351","Gene414","Gene425","Gene586","Gene602","Gene614","Gene629","Gene659","Gene697","Gene791","Gene819","Gene826","Gene829","Gene966","Gene1000","Gene1026","Gene1076","Gene1107","Gene1111","Gene1139","Gene1171","Gene1206","Gene1374","Gene1429","Gene1431","Gene1439","Gene1492","Gene1509","Gene1607","Gene1628","Gene1657","Gene1695","Gene1714","Gene1753","Gene1755","Gene1829","Gene1873","Gene1902","Gene1939","Gene1941"
"Cell330",0,32,0,16,3,27,0,0,6,38,54,55,0,8,27,11,41,1,7,31,12,29,7,0,1,43,46,48,0,19,0,19,0,4,1,12,4,3,1,41,71,6,0,28,4,43,168,2,0,60,7,1,17,264,36,141,2,89,0,2,38,32,2,5,14,44,0,4,3,6,8,49,46,0,50,58,30,44,0,14,1,1,16,44
"Cell331",0,42,0,3,1,21,0,0,0,11,38,38,0,1,29,4,19,4,3,21,4,24,1,2,0,16,44,94,0,0,0,3,2,0,1,6,3,1,0,52,54,5,0,34,4,32,132,1,1,57,7,5,5,182,29,89,0,54,0,7,21,55,0,1,5,28,0,11,11,3,2,77,48,0,30,47,23,38,2,10,5,0,9,20
"Cell332",0,31,0,12,6,32,1,0,1,15,89,51,0,2,8,12,59,3,3,23,8,30,0,2,2,37,34,55,0,16,0,9,1,8,1,6,6,4,0,45,99,4,0,37,3,24,122,3,3,76,13,3,11,238,25,127,0,53,0,14,34,83,5,1,6,37,0,6,1,4,10,43,54,0,30,50,6,27,3,6,1,0,22,23
"Cell333",0,20,2,5,4,21,0,0,0,6,32,42,0,2,9,3,34,1,1,20,2,3,0,1,5,14,17,35,0,6,0,2,2,6,0,5,2,0,0,25,48,1,0,15,0,16,82,2,2,30,3,6,8,226,15,81,0,25,0,1,13,56,1,2,1,14,0,5,0,1,1,22,45,0,13,16,1,37,0,3,2,2,9,17
"Cell334",0,27,0,11,4,46,8,0,0,27,44,64,4,0,29,18,29,0,3,19,10,23,2,2,2,44,22,86,0,19,0,8,1,4,0,11,0,3,0,50,59,4,0,72,4,40,142,4,5,90,29,5,2,283,28,148,0,82,0,5,47,79,3,0,10,19,0,8,5,2,6,59,71,0,32,63,12,37,0,20,4,0,6,16
"Cell335",0,19,0,21,15,40,0,0,6,36,58,68,0,6,40,17,52,6,5,27,8,26,3,3,6,31,31,69,0,8,0,17,4,20,3,3,10,6,0,61,102,7,2,52,4,25,220,2,12,94,19,5,17,365,19,123,0,79,0,9,42,82,2,2,12,16,0,6,4,1,14,71,62,0,24,83,26,54,3,7,11,0,13,37
"Cell336",0,51,6,14,3,21,0,0,0,17,50,21,1,2,26,5,26,1,11,11,9,14,10,0,1,25,46,51,0,11,1,16,2,5,0,7,1,9,0,31,31,0,0,30,2,32,158,5,11,52,14,6,4,265,30,109,1,79,0,9,31,60,0,2,4,15,0,10,1,1,6,51,43,0,36,53,15,73,1,7,4,1,11,20
"Cell337",0,28,0,7,1,36,0,0,5,10,45,44,0,3,35,6,13,2,4,21,2,22,1,3,1,24,30,67,0,8,0,12,1,12,0,12,1,1,0,44,48,1,0,12,1,22,125,6,11,71,17,2,9,178,24,112,0,60,0,11,24,33,5,3,10,16,0,7,2,5,16,41,34,0,41,53,35,32,0,24,4,2,10,19
"Cell338",0,66,0,19,2,33,1,0,7,30,49,33,1,8,38,7,78,2,10,25,2,22,4,3,1,29,27,98,0,9,0,11,2,3,1,6,4,2,0,27,88,12,0,40,2,24,182,20,0,64,9,1,1,243,15,193,0,97,0,7,36,86,3,3,4,71,0,7,4,2,16,85,72,0,41,82,43,28,3,5,6,2,6,24
"Cell339",0,42,7,30,3,56,0,0,3,19,61,61,1,0,31,17,46,2,3,16,6,30,4,1,2,20,36,70,0,12,0,23,0,3,0,11,11,1,0,47,72,8,0,45,2,35,164,4,7,93,21,3,1,314,67,139,0,69,0,6,34,76,0,0,12,41,0,9,7,2,1,56,60,0,48,68,28,51,6,6,9,0,19,53
"Cell340",0,32,1,17,1,30,0,5,8,21,40,50,0,7,25,5,26,1,1,15,10,15,1,0,4,14,25,42,0,9,1,9,3,2,2,13,7,1,0,21,59,0,0,32,1,18,156,1,2,65,15,7,2,261,21,69,0,50,0,5,19,55,0,1,12,7,0,3,1,6,5,71,51,0,31,61,16,60,3,8,3,1,11,31
"Cell341",0,45,1,31,7,33,1,0,1,21,38,36,0,4,23,10,33,3,1,28,5,33,0,0,4,27,15,54,0,20,0,10,0,11,2,9,2,2,1,25,53,3,0,28,5,34,173,3,1,71,8,10,7,252,48,166,0,39,0,10,47,80,0,0,11,23,0,6,5,3,3,69,57,1,36,45,23,18,5,17,7,0,7,25
"Cell342",0,47,1,14,0,26,0,0,2,7,41,33,6,4,19,1,32,0,2,18,8,18,3,0,1,21,28,50,0,14,2,8,0,3,0,8,4,0,0,32,37,3,0,15,1,23,72,0,7,27,2,6,3,219,18,74,0,25,0,3,31,27,0,1,2,18,0,2,0,0,0,19,25,0,15,56,17,37,0,11,0,1,5,28
"Cell343",0,41,4,19,7,45,0,0,3,34,91,73,0,4,31,19,56,2,3,28,4,45,12,6,1,28,45,68,0,7,0,15,0,11,2,7,6,4,1,75,45,6,3,47,1,30,177,4,10,70,18,6,0,399,31,125,1,42,0,8,42,96,1,4,14,14,1,3,5,13,5,35,67,0,26,78,22,45,3,8,16,1,10,24
"Cell344",0,50,4,19,1,25,0,0,1,26,46,35,0,2,16,13,44,0,4,18,11,26,3,2,0,23,24,51,0,11,0,4,3,4,0,9,2,5,1,75,63,8,0,63,6,33,176,7,15,51,5,3,2,197,30,145,0,35,0,13,44,60,3,2,9,13,0,1,1,5,13,61,45,0,32,70,21,46,1,11,1,3,14,19
"Cell345",0,45,2,25,5,53,2,0,2,22,77,50,2,8,20,10,44,3,5,25,11,30,2,0,1,23,46,96,0,7,3,9,0,5,0,8,3,1,0,66,53,13,0,38,4,45,204,0,1,78,11,5,12,291,19,144,0,55,1,6,40,85,1,1,16,33,0,12,6,4,7,48,61,0,23,66,27,33,2,7,4,2,23,34
"Cell346",0,37,1,24,1,41,2,0,4,20,59,89,2,3,29,19,29,5,3,28,13,21,7,0,1,32,33,60,0,7,1,9,3,2,0,14,13,1,0,48,59,1,0,46,3,41,199,0,3,63,12,3,4,331,47,128,0,75,0,17,36,85,1,1,7,13,0,7,1,12,12,84,54,0,54,47,23,28,0,7,7,1,19,29
"Cell347",0,14,1,28,0,25,1,0,3,20,38,40,3,6,33,5,46,1,3,22,3,33,3,4,4,30,31,39,0,10,2,5,2,6,0,11,3,3,0,52,47,3,0,34,1,28,137,0,1,63,14,2,6,223,23,123,0,83,0,5,27,42,1,1,7,15,0,4,5,4,6,72,33,0,30,56,17,51,0,12,6,7,7,18
"Cell348",0,41,1,14,1,69,0,0,0,7,43,40,0,8,30,9,43,7,0,19,0,31,6,1,0,30,26,49,0,10,0,9,0,4,0,13,5,7,0,23,40,5,0,24,10,49,134,5,7,70,26,3,2,272,27,107,1,69,0,6,46,69,3,4,11,39,0,4,2,0,7,34,80,0,30,35,14,53,2,8,6,0,14,25
"Cell349",0,35,1,33,0,28,2,0,2,18,45,39,1,8,29,4,67,3,4,39,3,20,6,9,2,26,26,50,0,22,0,8,0,6,2,6,5,0,0,28,62,3,0,38,0,50,205,2,1,86,13,0,5,357,29,170,0,43,0,15,43,53,1,9,4,33,0,4,6,6,10,83,72,0,28,51,19,41,1,12,1,0,11,24
"Cell350",0,10,1,12,1,35,0,0,1,24,47,38,0,5,13,10,32,0,2,15,2,16,2,9,7,37,33,56,0,13,0,4,1,5,0,1,0,1,0,56,37,1,0,19,4,42,103,1,2,40,28,3,0,234,15,79,0,51,0,6,14,84,1,2,4,20,0,1,3,2,8,35,36,0,18,20,21,45,1,2,2,1,10,25
"Cell351",0,54,0,17,8,48,0,0,1,19,49,50,0,2,50,10,35,3,4,26,14,44,4,4,4,39,19,79,0,9,1,14,2,6,2,4,4,1,0,47,75,4,0,43,2,38,168,3,17,84,15,5,0,243,35,122,0,69,0,18,31,93,1,0,11,57,6,9,2,4,6,44,48,0,23,76,33,37,2,7,10,1,25,12
"Cell352",0,35,5,20,6,53,0,0,9,7,48,45,2,3,33,7,42,3,4,26,3,21,0,0,7,40,29,86,0,9,0,12,3,11,0,9,4,4,0,44,48,11,0,49,0,37,141,10,8,101,25,6,1,378,20,147,0,70,0,10,38,65,6,0,9,26,1,10,1,12,16,43,66,1,44,46,20,56,2,9,5,1,14,22
"Cell353",0,47,2,8,1,22,0,0,5,9,81,70,1,3,11,5,54,3,1,21,3,20,0,8,3,21,43,39,0,2,2,15,0,2,2,5,3,2,0,34,32,3,0,28,3,20,179,0,5,56,5,6,2,285,23,118,0,53,1,7,26,34,7,2,13,44,5,6,0,2,13,41,42,1,27,45,13,53,2,3,4,1,5,26
"Cell354",0,27,1,14,2,23,1,2,2,31,37,49,0,1,41,12,54,1,1,14,8,15,0,1,1,27,31,44,0,6,0,9,2,4,0,7,5,5,3,24,43,3,0,59,7,29,128,0,4,70,14,10,10,199,19,87,0,60,1,2,36,63,2,0,2,30,0,9,10,8,5,56,42,0,24,55,9,32,2,9,1,2,8,32
"Cell355",0,50,0,14,0,29,0,0,0,26,41,43,1,1,39,4,37,3,1,28,12,19,2,1,2,20,36,58,0,4,0,12,2,5,0,5,1,1,0,29,31,15,0,36,3,20,147,1,5,55,17,2,5,239,12,86,0,42,0,6,17,66,1,0,3,33,1,11,2,3,3,46,55,0,27,67,9,33,0,12,2,0,6,24
"Cell356",0,44,0,9,2,19,0,0,0,15,60,38,0,5,26,6,34,2,2,21,3,10,0,3,3,14,32,75,0,5,1,4,0,2,0,7,2,1,0,33,53,0,0,36,3,24,137,3,4,73,11,4,2,214,15,80,0,56,0,4,9,56,0,2,6,19,1,2,4,3,6,64,42,0,9,74,11,28,2,2,7,2,12,28
"Cell357",0,19,0,12,2,18,0,0,8,15,44,20,0,5,21,9,34,1,1,12,5,17,2,0,0,16,25,22,0,4,0,10,0,2,0,3,2,0,0,35,52,11,0,14,7,32,93,3,0,34,8,1,3,281,18,67,1,24,0,2,38,57,3,1,18,37,0,0,2,3,5,45,42,0,20,46,9,18,1,6,3,0,19,18
"Cell358",0,26,0,7,1,19,0,0,0,14,31,45,0,8,37,11,30,0,1,17,6,10,2,6,7,13,20,78,0,0,0,13,0,5,0,9,3,4,0,41,44,1,0,31,9,20,117,1,3,44,18,1,0,211,12,88,0,62,0,3,36,41,5,2,16,23,1,8,1,4,8,36,71,0,15,68,8,54,1,9,2,0,10,25
"Cell359",0,66,0,22,0,43,0,0,2,15,41,51,0,5,20,1,55,1,2,18,19,27,12,5,2,47,31,75,0,13,0,6,1,5,0,8,1,2,1,62,80,6,0,26,3,62,170,1,6,82,2,2,11,308,44,114,3,67,0,4,55,58,9,3,11,33,0,6,4,6,12,63,62,0,41,108,12,45,6,13,9,0,10,30
"Cell360",0,50,0,15,1,30,2,0,2,20,46,57,0,2,14,5,34,2,2,30,6,24,2,1,3,14,37,70,0,6,0,10,0,3,4,17,0,5,0,33,60,1,3,32,4,21,147,3,2,76,14,5,1,339,19,78,0,64,0,10,21,75,1,0,17,29,0,16,6,2,9,64,90,0,47,55,24,28,2,6,1,1,20,28
"Cell361",0,45,0,8,8,21,1,0,2,17,44,36,0,11,26,14,23,0,0,5,2,6,3,0,1,20,18,42,0,8,0,8,2,6,0,3,1,2,0,31,28,4,0,15,3,24,126,2,5,44,15,2,0,204,19,72,0,34,0,3,18,45,2,0,4,12,0,5,0,3,4,35,35,2,20,52,15,33,4,2,2,1,8,23
"Cell362",0,33,1,9,10,21,0,0,2,16,48,36,0,15,27,11,28,0,5,11,2,32,6,0,1,10,23,62,0,7,0,10,1,2,0,5,5,5,0,43,45,6,0,50,2,21,106,2,4,39,7,2,7,320,29,93,0,73,0,10,32,99,4,3,3,30,0,6,1,1,4,67,62,0,23,82,16,26,2,20,6,4,19,16
"Cell363",0,20,0,15,1,21,0,0,2,20,44,16,0,5,21,3,45,3,4,16,15,18,0,2,1,9,31,81,0,13,0,6,0,5,0,1,6,0,1,40,51,0,0,51,2,40,141,1,4,43,14,0,6,232,18,116,2,34,0,2,29,65,0,0,2,21,0,0,3,1,10,23,41,0,45,58,27,40,0,17,0,1,15,27
"Cell364",0,44,1,15,2,27,0,0,10,18,35,51,1,3,18,12,36,2,3,14,6,13,1,1,2,24,19,73,0,9,0,0,1,9,0,6,4,2,0,67,38,1,0,32,8,25,183,1,3,70,8,2,5,265,26,98,0,38,0,1,23,59,1,5,14,25,0,1,4,2,5,35,45,1,20,46,20,34,4,25,4,1,9,18
"Cell365",0,18,0,14,3,33,0,0,1,14,41,39,0,0,20,2,25,1,0,24,7,8,0,0,2,12,20,50,0,4,0,2,0,7,2,5,6,1,0,38,44,9,0,41,2,27,121,0,5,58,1,11,4,215,28,89,0,52,0,9,26,54,2,0,9,27,0,3,1,9,14,51,34,0,36,29,27,35,0,17,7,2,8,14
"Cell366",0,23,4,14,3,36,0,0,2,16,56,46,0,5,36,18,33,3,1,25,9,19,2,0,3,22,24,70,0,5,2,13,1,10,0,9,2,4,0,28,51,5,1,27,3,19,165,5,4,107,11,6,2,322,24,85,0,83,0,9,24,92,4,0,9,33,0,12,9,2,3,39,52,0,43,44,11,42,2,25,3,4,8,28
"Cell367",0,45,5,13,6,59,0,0,2,20,55,62,0,4,31,15,36,0,1,27,9,3,6,2,2,27,30,82,0,11,0,4,0,7,6,8,5,3,0,50,34,12,0,41,3,36,138,1,2,101,11,6,1,278,31,96,0,62,0,11,22,58,1,1,12,32,1,8,7,7,11,72,81,0,48,106,10,24,0,18,1,1,17,48
"Cell368",0,31,2,18,0,31,5,0,8,9,48,50,3,5,39,18,49,5,1,28,9,15,5,1,3,20,19,68,1,8,3,13,3,10,6,14,4,1,1,34,44,2,0,49,7,25,215,3,16,110,15,2,12,305,20,132,0,64,0,11,33,82,2,0,16,36,0,8,3,2,17,48,77,0,24,73,28,50,1,9,1,0,27,51
"Cell369",0,29,1,18,5,37,0,0,5,13,53,36,0,5,19,12,52,1,6,30,12,16,5,2,1,16,17,90,0,25,0,8,1,2,1,8,1,3,0,28,57,4,0,41,11,30,145,3,13,75,4,0,10,292,22,108,0,39,0,7,23,53,1,0,6,30,0,3,0,0,9,65,52,0,37,53,31,41,1,13,2,0,10,37
"Cell370",0,27,0,18,0,21,2,0,1,7,26,30,1,1,16,5,31,2,0,10,6,12,1,0,0,13,16,39,0,11,0,2,0,4,0,3,1,0,0,16,33,2,0,14,1,14,96,0,1,33,3,3,3,176,9,82,0,33,0,3,28,24,1,0,6,16,0,2,3,0,4,43,32,0,19,56,13,21,0,9,1,0,4,12
"Cell371",0,67,2,26,1,31,0,0,0,30,46,31,0,8,17,14,59,1,3,26,5,15,7,1,1,24,21,50,0,9,1,8,0,2,1,4,3,2,0,46,81,11,0,28,0,23,145,0,6,50,21,6,5,287,9,119,0,54,0,5,47,79,1,1,6,20,0,10,2,7,6,48,60,0,24,80,15,32,3,15,3,1,14,28
"Cell372",0,68,2,11,5,49,0,0,3,29,90,73,0,2,24,13,47,1,3,15,5,25,5,0,3,50,31,89,0,10,1,14,1,10,0,6,5,2,2,76,93,3,1,55,4,24,137,6,6,107,19,3,6,287,22,147,1,81,0,15,44,53,3,2,14,29,3,24,5,5,5,68,65,0,52,45,18,33,6,13,11,4,22,37
"Cell373",0,32,4,20,1,33,0,0,3,16,82,50,0,8,32,17,35,1,1,16,5,38,1,2,1,14,31,56,0,10,0,8,4,11,0,6,1,5,0,80,66,2,0,38,8,25,199,1,5,95,12,4,0,304,18,129,1,63,0,4,25,74,1,3,5,17,0,21,8,5,11,48,49,0,43,36,50,36,4,8,5,0,17,14
"Cell374",0,67,5,8,4,33,8,0,0,8,60,19,0,6,20,5,48,2,3,23,5,26,0,1,2,11,30,74,0,4,2,19,0,6,0,9,7,6,0,58,55,3,0,26,2,31,145,8,4,62,13,2,5,206,25,81,0,35,0,5,13,54,0,1,9,21,0,4,1,0,8,66,58,0,24,76,28,36,0,15,7,0,16,16
"Cell375",0,80,0,18,0,25,0,0,0,38,83,39,0,2,32,8,30,3,3,24,12,20,7,3,5,33,22,62,0,9,0,12,1,7,1,14,7,1,0,68,69,1,0,46,3,47,169,4,5,61,14,5,3,394,31,115,0,58,0,11,17,81,0,0,14,34,0,2,1,6,2,71,63,0,26,71,13,27,2,23,10,0,20,29
"Cell376",0,47,0,7,5,40,1,0,8,34,55,52,0,9,20,7,56,1,4,30,5,21,2,0,3,22,36,62,0,12,1,18,0,8,0,8,0,2,0,76,54,3,0,33,3,34,122,6,1,66,6,7,1,360,28,140,1,53,0,4,24,66,7,5,5,39,0,4,1,4,1,114,43,0,25,44,19,32,2,11,5,4,1,29
"Cell377",0,64,0,10,5,31,2,0,4,19,44,38,0,2,15,7,41,1,2,27,5,35,1,1,3,30,47,86,0,14,0,7,1,2,0,13,3,0,0,43,58,8,0,33,1,37,150,1,0,74,20,5,5,215,24,103,2,51,0,2,37,63,4,2,5,11,0,7,6,7,6,22,38,0,26,66,15,31,2,16,3,1,12,23
"Cell378",5,46,2,20,4,82,1,0,3,21,77,72,1,4,16,13,40,3,2,51,7,52,3,1,1,47,26,84,0,8,0,14,1,6,1,12,8,5,3,72,68,5,0,57,6,29,232,3,4,61,20,5,14,333,21,120,1,78,0,9,48,90,1,3,8,32,0,14,2,1,11,56,57,0,32,94,23,43,4,9,7,5,5,49
"Cell379",0,55,0,20,3,43,1,1,4,44,53,43,1,9,26,11,47,1,6,37,10,19,5,1,1,29,33,71,0,8,3,10,3,10,0,6,3,5,0,72,66,3,0,50,2,25,156,1,10,102,13,13,3,276,28,141,0,72,0,9,36,59,2,3,20,35,0,11,2,1,13,98,41,0,74,82,15,39,1,8,8,2,7,27
"Cell380",0,40,5,10,2,22,0,0,3,25,54,56,0,5,32,13,42,2,8,17,18,14,1,1,0,32,38,53,0,22,0,9,0,10,1,9,3,4,0,25,69,5,0,47,4,41,182,2,3,49,12,6,0,277,32,144,0,60,0,9,17,42,5,2,11,34,0,2,6,0,4,44,44,0,22,55,23,49,3,9,3,1,20,27
"Cell381",0,34,1,11,2,27,0,0,0,16,64,28,0,8,25,6,35,0,3,26,1,29,0,2,2,17,27,61,0,7,0,3,0,5,1,5,7,5,0,44,59,2,0,26,5,11,99,1,1,45,17,6,4,297,22,85,0,76,0,3,27,64,1,2,7,22,0,3,5,2,6,47,40,0,34,75,29,22,0,7,6,2,23,12
"Cell382",0,50,0,13,3,52,0,5,1,13,41,75,1,13,35,7,46,1,1,11,16,24,0,9,0,27,40,62,0,11,0,23,0,9,0,4,7,5,0,72,58,10,0,28,3,41,146,1,8,55,10,2,10,245,15,110,5,55,0,10,38,102,1,1,11,27,4,10,6,2,10,100,55,0,50,66,23,53,2,11,8,0,18,41
"Cell383",0,36,5,48,4,41,0,4,0,21,61,52,1,5,34,11,51,5,5,16,13,42,0,4,1,42,52,53,0,13,0,11,1,7,0,3,5,3,0,49,47,8,2,41,2,42,214,5,15,59,16,4,2,324,24,144,0,73,0,7,36,54,2,2,10,31,0,19,1,3,8,90,60,0,19,67,21,49,0,9,4,2,36,42
"Cell384",0,31,0,21,2,34,0,0,8,7,46,20,0,12,23,11,35,3,5,8,1,11,5,4,2,13,29,38,0,6,0,15,1,2,0,7,1,3,0,47,56,4,2,34,1,16,153,0,6,42,13,3,5,219,30,111,0,33,0,6,23,55,1,2,6,17,0,8,2,12,4,40,49,1,15,44,8,19,1,9,2,0,21,13
"Cell385",0,25,2,15,3,27,0,0,3,30,28,33,3,6,14,3,41,4,4,10,7,21,1,3,4,15,26,55,0,7,0,2,0,4,1,2,4,5,0,42,75,2,0,34,2,13,104,1,4,61,7,4,8,212,24,103,0,51,0,11,31,61,3,0,13,14,0,0,0,3,7,67,59,0,24,50,16,33,2,10,0,0,7,11
"Cell386",0,54,0,18,4,41,0,1,3,23,32,42,2,6,36,1,49,1,4,34,9,28,3,10,3,19,30,112,0,9,0,8,4,6,5,9,3,3,1,42,42,5,4,32,1,23,168,0,3,58,27,1,3,252,28,94,0,76,0,8,41,118,5,2,8,16,0,4,2,4,8,32,54,0,30,63,18,41,3,13,0,1,13,22
"Cell387",0,32,0,9,1,37,0,0,4,28,24,38,1,2,22,16,41,0,2,6,9,3,0,1,1,16,17,60,0,11,0,10,0,6,0,2,10,0,0,51,31,9,0,33,0,16,96,0,10,53,10,9,0,259,18,103,0,61,0,5,34,50,0,3,11,23,0,5,1,2,1,46,37,0,17,40,9,28,0,5,2,0,9,15
"Cell388",0,41,0,16,4,35,2,0,1,11,60,36,2,2,25,17,29,3,3,21,10,21,3,3,5,16,18,52,0,6,0,4,0,2,0,1,0,1,0,32,36,3,0,28,5,38,146,2,4,85,17,3,5,244,23,80,0,46,0,3,26,65,1,0,7,13,0,7,1,1,5,42,64,0,25,46,3,26,2,10,3,2,13,38
"Cell389",0,48,0,12,2,24,0,1,6,31,68,40,0,6,23,3,32,0,4,24,6,35,10,3,1,25,21,41,0,8,0,10,2,6,0,7,20,2,0,40,60,5,0,22,7,34,148,2,5,74,10,7,9,272,21,104,0,62,0,3,34,55,5,3,9,26,0,6,5,1,5,37,41,0,19,51,9,44,4,6,3,3,3,16
"Cell390",0,50,0,25,12,51,0,0,1,21,87,81,2,9,32,3,48,0,4,29,4,27,5,1,1,18,32,74,0,10,0,9,1,9,0,10,0,3,0,77,55,6,0,51,6,47,252,2,4,58,12,9,5,342,33,151,0,63,0,2,44,76,2,1,2,18,0,19,3,3,7,71,64,0,35,131,16,42,2,20,9,1,21,37
"Cell391",0,31,0,9,3,23,0,0,4,13,44,50,0,2,21,4,38,1,3,18,4,11,2,2,0,15,24,82,0,6,0,3,0,4,0,1,1,0,0,34,21,6,0,23,0,24,126,1,6,60,3,6,1,204,21,60,0,56,0,9,10,76,2,1,14,17,0,1,4,1,12,19,25,0,41,21,10,25,0,12,1,3,10,27
"Cell392",0,59,3,19,3,67,3,0,5,15,60,83,0,15,32,11,65,3,0,40,4,31,1,0,3,39,39,94,0,16,4,11,3,1,1,7,2,0,0,64,74,1,0,75,3,36,218,6,12,79,27,10,3,368,37,181,1,83,0,9,38,102,0,6,15,38,0,4,6,7,5,53,65,0,37,69,15,30,0,2,9,2,11,26
"Cell393",0,27,1,5,4,14,5,0,1,5,42,27,0,4,12,5,33,0,2,18,0,15,0,3,2,31,20,30,0,2,0,2,0,5,0,6,1,1,0,30,20,1,0,8,4,15,104,4,1,21,2,1,2,124,4,64,0,33,1,8,14,32,1,0,1,15,0,1,3,0,3,29,20,0,13,45,12,22,0,0,2,0,6,15
"Cell394",0,57,2,23,2,63,2,0,1,23,46,63,0,8,21,13,66,3,2,28,21,12,5,1,6,18,23,87,2,7,0,15,0,10,0,15,4,0,0,43,31,6,0,51,3,38,163,1,4,58,6,2,7,373,30,112,0,43,0,2,50,72,2,1,13,38,0,9,2,5,21,36,69,0,33,74,24,44,4,1,11,5,7,16
"Cell395",0,37,8,26,3,34,0,1,8,13,49,50,0,5,25,11,56,12,6,10,8,25,3,1,5,43,35,42,0,3,2,16,1,3,0,14,5,8,1,33,51,18,0,22,3,39,111,2,6,62,18,9,1,280,45,153,0,56,0,14,48,77,1,9,6,18,0,3,0,3,7,98,32,0,31,60,14,48,4,10,1,0,18,20
"Cell396",0,40,3,18,5,33,0,0,5,23,68,36,0,4,29,16,53,5,3,28,2,19,14,2,0,35,45,82,0,7,0,13,0,6,2,3,1,0,1,62,59,8,0,27,11,36,119,0,2,63,15,10,6,303,25,109,3,37,1,15,22,68,3,3,6,43,1,9,4,4,9,56,41,0,45,75,23,45,1,18,3,0,28,32
"Cell397",0,45,1,10,6,51,3,0,5,14,74,40,1,21,12,33,5,7,1,2,20,26,0,0,12,5,7,171,0,2,0,27,1,10,1,4,6,4,0,114,20,1,0,9,38,19,147,4,2,61,57,7,19,78,4,56,0,18,0,9,10,58,3,0,1,31,0,8,24,6,21,80,10,0,176,16,3,28,6,7,5,0,15,19
"Cell398",0,46,2,12,3,54,0,0,7,30,72,56,0,4,30,16,29,6,1,35,12,29,3,2,2,27,26,54,0,9,0,9,2,11,2,13,1,2,0,58,65,15,0,22,5,35,214,2,8,72,11,8,5,242,41,105,2,77,0,2,62,63,4,0,4,37,1,6,3,4,3,58,41,0,45,80,18,81,2,11,6,4,18,26
"Cell399",0,47,7,14,0,40,1,0,0,20,87,61,0,11,44,18,37,1,3,18,7,36,1,9,2,26,39,100,0,15,0,10,1,11,1,13,9,1,0,54,62,7,0,66,8,47,227,2,4,77,14,6,8,261,34,140,0,97,0,16,33,66,2,1,14,22,3,0,3,3,5,52,56,0,33,51,25,49,1,12,1,0,8,30
"Cell400",0,26,0,15,5,26,0,0,2,21,38,47,0,7,13,4,33,0,2,16,10,37,5,0,1,14,53,48,0,2,0,9,1,2,1,5,9,0,0,52,36,0,1,19,3,27,107,1,4,59,14,2,7,213,19,88,0,48,0,2,23,35,0,1,1,17,0,8,8,3,2,42,31,0,21,27,9,37,0,16,5,0,16,25
"Cell401",0,45,0,21,0,40,2,0,0,23,46,43,0,4,26,3,50,2,0,20,3,13,0,4,1,40,45,47,0,11,0,6,1,2,2,13,0,3,0,42,74,1,0,47,3,48,143,2,4,59,13,4,8,222,42,101,0,31,0,2,26,32,0,0,5,33,1,16,2,0,4,96,35,0,31,27,21,32,0,3,4,2,6,34
"Cell402",0,78,3,7,2,49,0,0,10,12,65,63,1,7,30,18,41,1,2,35,17,40,9,1,3,30,49,91,0,23,0,6,2,6,8,19,1,3,0,68,37,6,0,54,7,50,181,3,3,83,17,4,2,504,23,96,0,71,3,8,32,77,0,4,6,33,0,9,2,1,11,79,56,0,41,66,17,40,0,40,4,3,6,47
"Cell403",0,41,1,33,11,43,0,2,2,31,82,84,1,16,29,8,68,0,2,29,3,14,1,5,3,42,38,111,0,18,0,13,1,5,0,6,6,5,2,81,62,8,1,42,6,28,181,2,7,78,15,1,0,377,29,159,0,51,0,16,56,104,6,6,9,56,0,8,2,1,5,74,42,0,25,115,37,48,7,20,1,0,17,34
"Cell404",0,85,1,37,2,55,5,4,3,49,105,73,1,7,39,37,43,4,10,43,10,41,3,4,3,47,63,131,0,30,0,33,3,2,6,12,3,3,4,87,135,12,0,60,10,48,327,0,2,102,45,10,9,404,43,236,1,108,0,11,53,110,1,5,23,35,0,6,8,2,4,141,75,0,50,81,28,86,3,22,11,0,20,56
"Cell405",0,20,2,22,2,44,0,0,1,23,52,61,0,2,18,5,18,0,0,13,8,21,5,2,4,12,32,32,0,9,1,11,1,4,2,10,1,0,0,69,30,1,0,18,2,19,138,0,3,42,3,5,4,260,25,75,0,31,0,4,29,43,2,0,12,18,0,8,0,2,7,42,44,0,12,41,18,21,1,11,2,0,10,22
"Cell406",0,20,1,15,0,17,0,0,0,14,32,26,0,1,21,7,48,6,4,13,0,28,1,2,3,15,36,53,0,7,0,3,1,2,0,5,4,2,0,37,30,5,0,30,0,33,117,5,6,57,7,5,4,291,7,92,0,35,0,0,35,37,0,4,19,17,0,0,3,1,2,59,27,0,18,77,31,31,2,22,19,0,12,16
